Y_p0.1,Y_p99.9,amb,clipped_pct,config,dark_log_range,dark_median,donor,file,geom,halo_ratio,headroom,lamp_d_uv,lamp_saturation_retention,lum,near_black_pct,peak,plateau_diam_max_arcmin,plateau_diam_median_arcmin,plateau_n,scene,sky_median,source_bg_contrast,used_log_range
0.7008004721377235,41.05244770363972,DARK,0.0,native_default,1.116248877001167,3.98164374984515,pcond,d0/work/out/pcond/native_default/S4__PHONE_SDR100_DARK.png,PHONE,0.738521767837398,2.435908346364789,0.010168294064014921,0.8269898634354645,SDR100,0.0,85.9486395096095,,,0,S4,9.376227757089962,9.166654409031208,1.7677446707727231
0.2620510341959839,24.729959327421607,DARK,0.0,target_BRIGHT500,1.1632007316282196,1.6672946045134691,pcond,d0/work/out/pcond/target_BRIGHT500/S4__PHONE_BRIGHT500_DARK.png,PHONE,0.738131110527578,20.218391521800005,0.003755885111592455,0.9383961684729121,BRIGHT500,0.0,142.9334860632576,,,0,S4,3.9638994591554266,36.046470681761335,1.9748375240871943
0.6694913668737865,45.44019459560516,DARK,0.0003814697265625,target_SDR200,1.0448438863658693,3.242228894114397,pcond,d0/work/out/pcond/target_SDR200/S4__PHONE_SDR200_DARK.png,PHONE,0.7445233051121932,4.401389601868989,0.004082535339940621,0.9324555371080308,SDR200,0.0,173.07998236258507,,,0,S4,7.444400866765383,23.13936769813367,1.8316952014196168
0.045340240246718976,6.249782314958929,DARK,0.0,ctrl_photometric_clamp,1.319383404832898,0.2921384891832955,controls,d0/work/out/controls/ctrl_photometric_clamp/S4__PHONE_BRIGHT500_DARK.png,PHONE,0.9714947186445407,80.00278646557722,1.1551732150907506e-07,0.9999988118709326,BRIGHT500,0.0,35.98398381136967,,,0,S4,0.6927850449455628,51.91340015068438,2.1393810737590666
0.05035218619421818,6.254945197225805,DARK,0.0,ctrl_photometric_clamp,1.2830242711261823,0.297138830448212,controls,d0/work/out/controls/ctrl_photometric_clamp/S4__PHONE_HDR1000_DARK.png,PHONE,0.9716893211882162,159.8735030394064,4.927184609558605e-05,0.9991592075588132,HDR1000,0.0,35.98592792426436,,,0,S4,0.6977879479485599,51.54797010691703,2.0942051774473436
0.10000001000000001,6.2499808056802255,DARK,0.0,ctrl_photometric_clamp,1.0539161844201752,0.29213736514047034,controls,d0/work/out/controls/ctrl_photometric_clamp/S4__PHONE_SDR100_DARK.png,PHONE,0.9714881213427106,16.00004913760953,4.931458742722671e-08,0.9999995381712732,SDR100,19.808006286621094,35.98326755255107,,,0,S4,0.6927898065808153,51.91474348541355,1.7958786401546352
0.20000002000000003,6.250178127347852,DARK,0.0,ctrl_photometric_clamp,0.7528803125349701,0.30154230101502316,controls,d0/work/out/controls/ctrl_photometric_clamp/S4__PHONE_SDR200_DARK.png,PHONE,0.9716827722297068,31.99908801397094,1.9280719084345089e-07,1.0000031157239093,SDR200,24.129676818847656,35.98281865231936,,,0,S4,0.6927898689308086,51.91484725651153,1.4948623556301486
14.646073263240462,500.00005,DARK,2.5115966796875,ctrl_key018_clamp,1.2651139819713306,94.34108008438906,controls,d0/work/out/controls/ctrl_key018_clamp/S4__PHONE_BRIGHT500_DARK.png,PHONE,0.9377278329484158,0.99999990000001,0.057016364786981424,0.025787389282190976,BRIGHT500,0.0,500.00005,7.869546353124152,1.6063644226945313,334,S4,223.57526336227713,2.2363835894931245,1.5332488455119848
29.296692673786303,1000.0,DARK,0.36334991455078125,ctrl_key018_clamp,1.2965347344038392,188.683803129901,controls,d0/work/out/controls/ctrl_key018_clamp/S4__PHONE_HDR1000_DARK.png,PHONE,0.9451046912471557,1.0,0.05739210473317762,0.018046278280142387,HDR1000,0.0,1000.0,8.24322198377552,1.6063644226945313,336,S4,447.44548417853895,2.2349091349885692,1.5331814047174583
2.9294041043352776,100.00001,DARK,2.5119781494140625,ctrl_key018_clamp,1.2651281463004294,18.868124222746374,controls,d0/work/out/controls/ctrl_key018_clamp/S4__PHONE_SDR100_DARK.png,PHONE,0.9377225247957937,0.9999999000000099,0.05701635813273379,0.02578749613412823,SDR100,0.0,100.00001,7.869546353124152,1.6063644226945313,334,S4,44.715308619052855,2.2363707886249666,1.5332207577234553
5.858471547625132,200.00002,DARK,2.5115966796875,ctrl_key018_clamp,1.2651230360319716,37.73616836844405,controls,d0/work/out/controls/ctrl_key018_clamp/S4__PHONE_SDR200_DARK.png,PHONE,0.9377204659997803,0.9999999000000099,0.05701636264897612,0.02578748515825887,SDR200,0.0,200.00002,7.869546353124152,1.6063644226945313,334,S4,89.43079242872726,2.2363664076821412,1.533245714033688
0.005421386034555549,52.82110659909091,DARK,0.0,target_whiteanchor,3.332649716344088,2.855227303757171,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S4__PHONE_BRIGHT500_DARK.png,PHONE,0.9502695595052109,9.465913006991137,0.05239690660444373,0.10213574602766626,BRIGHT500,0.04901885986328125,52.82110659909091,,,0,S4,11.800994338481773,4.475987792558036,3.9886971627084065
0.0054212729553560005,52.71048176915239,DARK,0.0,target_whiteanchor,3.333284827151857,2.855024898001389,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S4__PHONE_HDR1000_DARK.png,PHONE,0.950128415458428,18.971558719184905,0.05152121795064217,0.11681820934947723,HDR1000,0.048828125,53.15109220209617,,,0,S4,11.800947201344158,4.5039102502402795,3.9877957115477045
0.1075906195620982,53.0720258457956,DARK,0.002288818359375,target_whiteanchor,2.3727943042856485,5.4772737193474015,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S4__PHONE_SDR100_DARK.png,PHONE,0.9257681555992021,1.884231822816729,0.05630825520687807,0.03408123861186306,SDR100,0.054168701171875,53.07350626023297,,,0,S4,19.140762883286765,2.772781945479394,2.693091257262478
0.2145402121968757,46.64345657074523,DARK,0.0,target_whiteanchor,2.1025561425280226,6.160070179272392,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S4__PHONE_SDR200_DARK.png,PHONE,0.9167804935465393,4.287846885803913,0.05729735658509168,0.017192298886839662,SDR200,0.057220458984375,46.64382014781254,,,0,S4,20.2096030035078,2.307993529747374,2.3372820210330643
0.019840554521147188,234.02897618836758,DARK,0.092315673828125,target_whiteauto,2.9299712867204404,6.652015890702413,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S4__PHONE_BRIGHT500_DARK.png,PHONE,0.977210446933321,2.1364875757844404,0.021252714637574308,0.6355944413436383,BRIGHT500,0.00057220458984375,500.00005,2.932806766278528,1.8548698637186507,47,S4,23.626753334307033,21.162452704577866,4.0717158266784095
0.023423284175271127,307.9946788478087,DARK,0.01430511474609375,target_whiteauto,2.88130607079435,7.1406429568091045,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S4__PHONE_HDR1000_DARK.png,PHONE,0.9797904933861245,3.2468093401514126,0.008663088932111896,0.8519187756124001,HDR1000,0.00057220458984375,999.9834788603439,2.2717423526882334,1.3115910588540254,32,S4,24.98900324407379,40.01694141592033,4.118895425989035
0.1077538449569742,100.00001,DARK,1.1030197143554688,target_whiteauto,2.4785795160314485,7.6006037285631765,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S4__PHONE_SDR100_DARK.png,PHONE,0.9385675810471531,0.9999999000000099,0.055222045490057894,0.05294852975138113,SDR100,0.05245208740234375,100.00001,5.407828473270856,1.8548698637186507,99,S4,25.960462123745906,3.8520119373580215,2.9675672674848035
0.28954159304904165,178.59295078833628,DARK,0.6450653076171875,target_whiteauto,2.2593960943004423,13.751148761079953,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S4__PHONE_SDR200_DARK.png,PHONE,0.9481816635095527,1.1198650289228649,0.050994115316253856,0.12525191847359046,SDR200,0.000762939453125,200.00002,4.729008815138295,1.730617143206591,78,S4,43.472130763393565,4.600649116753517,2.7901533533819998
0.9119013892855183,100.00001,DARK,2.5720596313476562,native_default,1.474781751634294,16.52744715353411,icam06,d0/work/out/icam06/native_default/S4__PHONE_SDR100_DARK.png,PHONE,1.0644208557411623,0.9999999000000099,0.05344221037640382,0.1487051688147537,SDR100,0.0,100.00001,6.081597550957741,1.3115910588540254,229,S4,30.503121677213905,3.2783533127594895,2.0400521660710136
0.3075508822004195,100.00001,DARK,2.5281906127929688,target_abs_dark_paper,1.5774717784184535,10.957591627873093,icam06,d0/work/out/icam06/target_abs_dark_paper/S4__PHONE_SDR100_DARK.png,PHONE,1.1639652767082287,0.9999999000000099,0.053613877022933513,0.15362022266678713,SDR100,0.0278472900390625,100.00001,6.492044523015278,1.6063644226945313,144,S4,22.695202992388886,4.406217914575879,2.5120830663072846
0.10000001000000001,100.00001,DARK,2.5209426879882812,target_abs_dark_readme,1.714990091710511,14.141490895797222,icam06,d0/work/out/icam06/target_abs_dark_readme/S4__PHONE_SDR100_DARK.png,PHONE,1.1154846064923174,0.9999999000000099,0.05433534069823235,0.13572899993987744,SDR100,0.17719268798828125,100.00001,6.492044523015278,1.6063644226945313,147,S4,27.887086227126428,3.5858895112077946,3.0
