Y_p0.1,Y_p99.9,amb,clipped_pct,config,dark_log_range,dark_median,donor,file,geom,headroom,lum,near_black_pct,peak,plateau_diam_max_arcmin,plateau_diam_median_arcmin,plateau_n,scene,silhouette_weber,sky_median,used_log_range
0.1200575947310879,6.218355906052377,DARK,0.00019054878048780488,native_default,0.7381300770749983,0.1415310089726055,pcond,d0/work/out/pcond/native_default/S0__PHONE_SDR100_DARK.png,PHONE,16.081421120117806,SDR100,0.0,99.94357446464478,0.9274349318593254,0.9274349318593254,3,S0,0.5565579570630037,0.3165039339023349,1.7142859368305619
0.013876614042259677,2.614553375486055,DARK,0.0,target_BRIGHT500,1.250506951848178,0.022681778485106194,pcond,d0/work/out/pcond/target_BRIGHT500/S0__PHONE_BRIGHT500_DARK.png,PHONE,191.23725095382616,BRIGHT500,0.0,89.72545101009781,,,0,S0,0.7736534897281306,0.09773912626167398,2.275114003083446
0.21578939548643677,4.9793011268029455,DARK,0.0,target_SDR200,0.4716315108428447,0.232580624839919,pcond,d0/work/out/pcond/target_SDR200/S0__PHONE_SDR200_DARK.png,PHONE,40.16627934459023,SDR200,0.0002540650406504065,163.7797857950232,,,0,S0,0.3737795770051989,0.3698524050171064,1.3631382929523246
0.0050000005,0.013057388693238773,DARK,0.0,ctrl_photometric_clamp,0.0,0.0050000005,controls,d0/work/out/controls/ctrl_photometric_clamp/S0__PHONE_BRIGHT500_DARK.png,PHONE,38292.49567020274,BRIGHT500,99.55036839430895,0.4753308240650759,,,0,S0,0.0,0.0050000005,0.41688628464758837
0.005027511986548141,0.01794447891549493,DARK,0.0,ctrl_photometric_clamp,0.08711266771735911,0.00507053097911258,controls,d0/work/out/controls/ctrl_photometric_clamp/S0__PHONE_HDR1000_DARK.png,PHONE,55727.4471278465,HDR1000,62.67308180894309,0.4804085220439303,,,0,S0,0.03925095103275872,0.005287305364666797,0.5525777367902448
0.10000001000000001,0.10000001000000001,DARK,0.0,ctrl_photometric_clamp,0.0,0.10000001000000001,controls,d0/work/out/controls/ctrl_photometric_clamp/S0__PHONE_SDR100_DARK.png,PHONE,999.9999000000098,SDR100,99.99504573170732,0.47616487328536505,,,0,S0,0.0,0.10000001000000001,0.0
0.20000002000000003,0.20000002000000003,DARK,0.0,ctrl_photometric_clamp,0.0,0.20000002000000003,controls,d0/work/out/controls/ctrl_photometric_clamp/S0__PHONE_SDR200_DARK.png,PHONE,999.9999000000098,SDR200,99.9993013211382,0.48342718060202405,,,0,S0,0.0,0.20000002000000003,0.0
24.45180926678158,500.00005,DARK,2.5837779471544713,ctrl_key018_clamp,1.283518953593181,62.82978505084952,controls,d0/work/out/controls/ctrl_key018_clamp/S0__PHONE_BRIGHT500_DARK.png,PHONE,0.99999990000001,BRIGHT500,0.0,500.00005,102.94527743638511,0.9274349318593254,353,S0,0.7222956638939945,256.3106499663028,1.3106590482932048
48.907482778946154,1000.0,DARK,1.072535569105691,ctrl_key018_clamp,1.2883195168487047,125.66169478896632,controls,d0/work/out/controls/ctrl_key018_clamp/S0__PHONE_HDR1000_DARK.png,PHONE,1.0,HDR1000,0.0,1000.0,112.70147163495074,0.9274349318593254,325,S0,0.7222871447978151,512.6214520316906,1.3106246893223754
4.89026823186667,100.00001,DARK,2.5840955284552845,ctrl_key018_clamp,1.2835198991461938,12.565689390507917,controls,d0/work/out/controls/ctrl_key018_clamp/S0__PHONE_SDR100_DARK.png,PHONE,0.9999999000000099,SDR100,0.0,100.00001,102.94527743638511,0.9274349318593254,353,S0,0.7222906421656453,51.26186758443363,1.3106673625420802
9.780530012696541,200.00002,DARK,2.5837779471544713,ctrl_key018_clamp,1.2835157146705483,25.13127162349654,controls,d0/work/out/controls/ctrl_key018_clamp/S0__PHONE_SDR200_DARK.png,PHONE,0.9999999000000099,SDR200,0.0,200.00002,102.94527743638511,0.9274349318593254,353,S0,0.7222875327397349,102.52377610262631,1.3106676489937097
0.008116833142038253,0.5101066874979706,DARK,0.0,target_whiteanchor,1.6981497360179885,0.0646172077948772,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S0__PHONE_BRIGHT500_DARK.png,PHONE,980.1871103718654,BRIGHT500,0.0002540650406504065,0.7587343216680793,,,0,S0,0.6743995914838787,0.1984555489022915,1.7982743989132877
0.008059325946514978,0.49618837805416854,DARK,0.0,target_whiteanchor,1.6902342332505584,0.06299794748699804,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S0__PHONE_HDR1000_DARK.png,PHONE,2015.363608316579,HDR1000,0.0002540650406504065,0.7399577603697999,,,0,S0,0.6742274010337124,0.19338012984178993,1.7893478673446854
0.12529327710129726,1.0107007528476084,DARK,0.0,target_whiteanchor,0.8658894713235357,0.3596867519733703,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S0__PHONE_SDR100_DARK.png,PHONE,98.9412540935129,SDR100,0.00038109756097560977,1.4160979968333796,,,0,S0,0.43096033517378873,0.6320943410565609,0.906694820645919
0.23476230717645596,1.065935050689212,DARK,0.0,target_whiteanchor,0.6281621149466146,0.5002852491950219,mantiuk08,d0/work/out/mantiuk08/target_whiteanchor/S0__PHONE_SDR200_DARK.png,PHONE,187.6286926400291,SDR200,0.000508130081300813,1.480066740153541,,,0,S0,0.33555264333824897,0.7529343659496281,0.6571023741808385
0.015317785048329252,500.00005,DARK,0.32259908536585363,target_whiteauto,3.6015588511657883,1.279279754763522,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S0__PHONE_BRIGHT500_DARK.png,PHONE,0.99999990000001,BRIGHT500,0.00012703252032520324,500.00005,7.759477346980518,0.9274349318593254,770,S0,0.8920837092268249,15.55303044642072,4.513774076909695
0.015544198825614646,795.2093697058596,DARK,0.04954268292682927,target_whiteauto,3.6755477006078205,1.387059202061998,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S0__PHONE_HDR1000_DARK.png,PHONE,1.257530454363095,HDR1000,0.00012703252032520324,999.9834788603439,5.486779050513325,0.9274349318593254,435,S0,0.8973165266175112,17.87814706626545,4.708913145895381
0.16201437985276054,100.00001,DARK,0.5950838414634146,target_whiteauto,2.390781925161658,2.3893557662006684,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S0__PHONE_SDR100_DARK.png,PHONE,0.9999999000000099,SDR100,0.0002540650406504065,100.00001,14.605259912187872,1.3115910588540254,605,S0,0.7966863402030935,13.995991963069915,2.790446480655027
0.30501406642721335,200.00002,DARK,0.549098069105691,target_whiteauto,2.36022226710116,3.846824140638413,mantiuk08,d0/work/out/mantiuk08/target_whiteauto/S0__PHONE_SDR200_DARK.png,PHONE,0.9999999000000099,SDR200,0.0002540650406504065,200.00002,14.575784080101116,1.3115910588540254,608,S0,0.8005431327048148,23.137905042760693,2.816710170793028
0.10000001000000001,100.00001,DARK,1.5498602642276422,native_default,1.8689255426985112,6.256850145190768,icam06,d0/work/out/icam06/native_default/S0__PHONE_SDR100_DARK.png,PHONE,0.9999999000000099,SDR100,0.11197916666666667,100.00001,76.20784246209718,0.9274349318593254,202,S0,0.7551584625492896,23.813066935062583,3.0
1.7186364796708138,100.00001,DARK,2.3981199186991873,target_abs_dark_paper,1.2566119380707603,18.095138903349792,icam06,d0/work/out/icam06/target_abs_dark_paper/S0__PHONE_SDR100_DARK.png,PHONE,0.9999999000000099,SDR100,0.0013973577235772358,100.00001,25.432694228696054,0.9274349318593254,864,S0,0.5873164160740909,23.11746541990566,1.7648160175675447
1.5548888881470615,100.00001,DARK,2.394690040650407,target_abs_dark_readme,1.2616439143853,19.838557442676326,icam06,d0/work/out/icam06/target_abs_dark_readme/S0__PHONE_SDR100_DARK.png,PHONE,0.9999999000000099,SDR100,0.003938008130081301,100.00001,26.034339162581684,0.9274349318593254,869,S0,0.5938742535788228,25.365063941359356,1.808300683499848
0.005,0.005003436630509706,DARK,0.0,DOCUMENTED_TARGET_CONFIG,0.0,0.005,aces2,d0/work/out/aces2/DOCUMENTED_TARGET_CONFIG/S0__PHONE_BRIGHT500_PQ_DARK.png,PHONE,99931.31459907476,BRIGHT500_PQ,99.99479166666667,0.020911854223939645,,,0,S0,0.0,0.005,0.0002983993962375585
